destination,month,airline,average_price_naira,booking_window_weeks
Italy,April,Thai Airways,1929624,9
Italy,April,Air India,1969076,11
Italy,April,Brussels Airlines,2276515,6
Italy,April,Swiss Air,1781809,5
Italy,April,Finnair,2277435,2
Italy,April,Austrian Airlines,2268705,12
Italy,May,Emirates,2133005,10
Italy,May,Qatar Airways,2128643,4
Italy,May,Turkish Airlines,2038795,4
Italy,May,British Airways,1964984,4
Italy,May,Lufthansa,2044300,6
Italy,May,Air France,1880673,2
Italy,May,KLM,1970476,3
Italy,May,Delta Airlines,2151587,8
Italy,May,United Airlines,2342042,9
Italy,May,Virgin Atlantic,2009482,3
Italy,May,Ethiopian Airlines,1903054,10
Italy,May,Kenya Airways,2058449,10
Italy,May,RwandAir,2326409,12
Italy,May,South African Airways,1872723,7
Italy,May,Air Canada,2339033,3
Italy,May,Singapore Airlines,1860452,2
Italy,May,Etihad Airways,1793195,7
Italy,May,Saudi Airlines,1797238,9
Italy,May,EgyptAir,1905247,10
Italy,May,Royal Air Maroc,1970842,7
Italy,May,American Airlines,1893767,2
Italy,May,Cathay Pacific,2054943,5
Italy,May,Japan Airlines,2147083,11
Italy,May,Malaysia Airlines,2243343,8
Italy,May,Thai Airways,1942785,12
Italy,May,Air India,1807332,8
Italy,May,Brussels Airlines,2092419,11
Italy,May,Swiss Air,2338089,10
Italy,May,Finnair,2327909,12
Italy,May,Austrian Airlines,1946493,8
Italy,June,Emirates,2074793,4
Italy,June,Qatar Airways,2144866,3
Italy,June,Turkish Airlines,2266824,2
Italy,June,British Airways,2310456,1
Italy,June,Lufthansa,2198904,7
Italy,June,Air France,2019336,9
Italy,June,KLM,2295937,1
Italy,June,Delta Airlines,1834406,9
Italy,June,United Airlines,1904660,5
Italy,June,Virgin Atlantic,2280731,11
Italy,June,Ethiopian Airlines,1849965,8
Italy,June,Kenya Airways,2294108,11
Italy,June,RwandAir,2325349,5
Italy,June,South African Airways,2310248,11
Italy,June,Air Canada,1927831,9
Italy,June,Singapore Airlines,2142331,1
Italy,June,Etihad Airways,1876971,1
Italy,June,Saudi Airlines,1969966,4
Italy,June,EgyptAir,2233043,7
Italy,June,Royal Air Maroc,2340351,6
Italy,June,American Airlines,1938403,5
Italy,June,Cathay Pacific,2218448,10
Italy,June,Japan Airlines,2198294,3
Italy,June,Malaysia Airlines,1787303,1
Italy,June,Thai Airways,2075394,4
Italy,June,Air India,2026025,5
Italy,June,Brussels Airlines,1942959,9
Italy,June,Swiss Air,1887283,11
Italy,June,Finnair,2022047,1
Italy,June,Austrian Airlines,2257011,8
Italy,July,Emirates,2720817,8
Italy,July,Qatar Airways,2453832,8
Italy,July,Turkish Airlines,2600010,8
Italy,July,British Airways,3164806,3
Italy,July,Lufthansa,2581381,7
Italy,July,Air France,2999142,11
Italy,July,KLM,2374007,12
Italy,July,Delta Airlines,2554980,1
Italy,July,United Airlines,2982130,11
Italy,July,Virgin Atlantic,2506790,4
Italy,July,Ethiopian Airlines,2647516,8
Italy,July,Kenya Airways,2696402,4
Italy,July,RwandAir,2353488,5
Italy,July,South African Airways,2723823,1
Italy,July,Air Canada,3143419,7
Italy,July,Singapore Airlines,2739509,2
Italy,July,Etihad Airways,2517997,2
Italy,July,Saudi Airlines,2858965,8
Italy,July,EgyptAir,3296913,2
Italy,July,Royal Air Maroc,2314367,12
Italy,July,American Airlines,3049586,4
Italy,July,Cathay Pacific,2243699,8
Italy,July,Japan Airlines,3259721,6
Italy,July,Malaysia Airlines,2672267,8
Italy,July,Thai Airways,2732090,6
Italy,July,Air India,2434090,3
Italy,July,Brussels Airlines,2429967,3
Italy,July,Swiss Air,2567032,8
Italy,July,Finnair,2223981,6
Italy,July,Austrian Airlines,2950026,3
Italy,August,Emirates,2726434,10
Italy,August,Qatar Airways,3357699,1
Italy,August,Turkish Airlines,2268203,6
Italy,August,British Airways,2811470,9
Italy,August,Lufthansa,2790820,12
Italy,August,Air France,2802394,8
Italy,August,KLM,3431111,2
Italy,August,Delta Airlines,2990146,12
Italy,August,United Airlines,2632017,9
Italy,August,Virgin Atlantic,2766597,10
Italy,August,Ethiopian Airlines,3186046,11
Italy,August,Kenya Airways,2706796,3
Italy,August,RwandAir,3187848,4
Italy,August,South African Airways,2358430,9
Italy,August,Air Canada,2840523,9
Italy,August,Singapore Airlines,3116660,8
Italy,August,Etihad Airways,2473196,6
Italy,August,Saudi Airlines,2756495,2
Italy,August,EgyptAir,2606551,9
Italy,August,Royal Air Maroc,2640704,5
Italy,August,American Airlines,3007214,5
Italy,August,Cathay Pacific,2675669,1
Italy,August,Japan Airlines,2565115,2
Italy,August,Malaysia Airlines,2875637,4
Italy,August,Thai Airways,2744538,9
Italy,August,Air India,2364181,9
Italy,August,Brussels Airlines,3170541,1
Italy,August,Swiss Air,3174012,4
Italy,August,Finnair,3104162,11
Italy,August,Austrian Airlines,3158336,12
Italy,September,Emirates,2073401,3
Italy,September,Qatar Airways,2060652,2
Italy,September,Turkish Airlines,1855625,5
Italy,September,British Airways,1922178,7
Italy,September,Lufthansa,1895644,11
Italy,September,Air France,2005828,11
Italy,September,KLM,2288901,12
Italy,September,Delta Airlines,2133682,2
Italy,September,United Airlines,2277541,11
Italy,September,Virgin Atlantic,1808652,5
Italy,September,Ethiopian Airlines,2256765,9
Italy,September,Kenya Airways,2276021,6
Italy,September,RwandAir,2323975,12
Italy,September,South African Airways,2032110,6
Italy,September,Air Canada,1897875,10
Italy,September,Singapore Airlines,2007972,8
Italy,September,Etihad Airways,1934923,1
Italy,September,Saudi Airlines,1869588,4
Italy,September,EgyptAir,2013903,2
Italy,September,Royal Air Maroc,2022059,6
Italy,September,American Airlines,2207849,9
Italy,September,Cathay Pacific,2186966,2
Italy,September,Japan Airlines,2038504,12
Italy,September,Malaysia Airlines,1999744,10
Italy,September,Thai Airways,1935407,11
Italy,September,Air India,2262958,2
Italy,September,Brussels Airlines,2316525,3
Italy,September,Swiss Air,2237915,12
Italy,September,Finnair,1988690,6
Italy,September,Austrian Airlines,2201669,1
Italy,October,Emirates,2090706,5
Italy,October,Qatar Airways,1823480,1
Italy,October,Turkish Airlines,1778033,1
Italy,October,British Airways,2141709,10
Italy,October,Lufthansa,2307627,11
Italy,October,Air France,1868109,5
Italy,October,KLM,2196138,10
Italy,October,Delta Airlines,2353328,11
Italy,October,United Airlines,2308978,12
Italy,October,Virgin Atlantic,2253432,4
Italy,October,Ethiopian Airlines,1937195,6
Italy,October,Kenya Airways,2014086,3
Italy,October,RwandAir,2274832,10
Italy,October,South African Airways,1873939,2
Italy,October,Air Canada,1895860,9
Italy,October,Singapore Airlines,2098231,7
Italy,October,Etihad Airways,1886911,9
Italy,October,Saudi Airlines,1852737,7
Italy,October,EgyptAir,2146032,9
Italy,October,Royal Air Maroc,2089333,9
Italy,October,American Airlines,2216476,3
Italy,October,Cathay Pacific,2236343,3
Italy,October,Japan Airlines,2152330,12
Italy,October,Malaysia Airlines,1980210,3
Italy,October,Thai Airways,2070876,12
Italy,October,Air India,2016894,4
Italy,October,Brussels Airlines,1934085,6
Italy,October,Swiss Air,2196443,11
Italy,October,Finnair,2016152,11
Italy,October,Austrian Airlines,1923403,9
Italy,November,Emirates,1874526,1
Italy,November,Qatar Airways,1818021,2
Italy,November,Turkish Airlines,2126253,8
Italy,November,British Airways,1855409,12
Italy,November,Lufthansa,1840522,5
Italy,November,Air France,1981640,6
Italy,November,KLM,1785016,1
Italy,November,Delta Airlines,1848126,6
Italy,November,United Airlines,1798600,3
Italy,November,Virgin Atlantic,1769803,5
Italy,November,Ethiopian Airlines,2039991,10
Italy,November,Kenya Airways,2290702,11
Italy,November,RwandAir,2070024,8
Italy,November,South African Airways,1849589,2
Italy,November,Air Canada,1781334,7
Italy,November,Singapore Airlines,2270917,11
Italy,November,Etihad Airways,2103761,11
Italy,November,Saudi Airlines,2000255,12
Italy,November,EgyptAir,2126518,1
Italy,November,Royal Air Maroc,2173338,3
Italy,November,American Airlines,2195591,4
Italy,November,Cathay Pacific,1970507,4
Italy,November,Japan Airlines,1891057,2
Italy,November,Malaysia Airlines,2011788,11
Italy,November,Thai Airways,2004632,11
Italy,November,Air India,1813600,7
Italy,November,Brussels Airlines,2177178,7
Italy,November,Swiss Air,2137143,1
Italy,November,Finnair,2030955,12
Italy,November,Austrian Airlines,2025763,6
Italy,December,Emirates,2779081,9
Italy,December,Qatar Airways,3265819,5
Italy,December,Turkish Airlines,3050238,4
Italy,December,British Airways,3171610,11
Italy,December,Lufthansa,3264059,1
Italy,December,Air France,2583783,4
Italy,December,KLM,3136853,11
Italy,December,Delta Airlines,2797565,5
Italy,December,United Airlines,2175752,5
Italy,December,Virgin Atlantic,2302295,3
Italy,December,Ethiopian Airlines,2579770,11
Italy,December,Kenya Airways,2825197,7
Italy,December,RwandAir,3011207,3
Italy,December,South African Airways,3373052,9
Italy,December,Air Canada,3364198,9
Italy,December,Singapore Airlines,2816057,11
Italy,December,Etihad Airways,2727357,10
Italy,December,Saudi Airlines,3182237,6
Italy,December,EgyptAir,2310510,11
Italy,December,Royal Air Maroc,2251600,5
Italy,December,American Airlines,2844135,1
Italy,December,Cathay Pacific,3085188,5
Italy,December,Japan Airlines,2808343,11
Italy,December,Malaysia Airlines,2731885,6
Italy,December,Thai Airways,2951829,11
Italy,December,Air India,3221410,7
Italy,December,Brussels Airlines,2250171,3
Italy,December,Swiss Air,2386827,2
Italy,December,Finnair,2826003,3
Italy,December,Austrian Airlines,2820324,7
Spain,January,Emirates,553418,7
Spain,January,Qatar Airways,496591,1
Spain,January,Turkish Airlines,670545,12
Spain,January,British Airways,586573,6
Spain,January,Lufthansa,580602,12
Spain,January,Air France,577624,4
Spain,January,KLM,467353,11
Spain,January,Delta Airlines,522440,10
Spain,January,United Airlines,503120,12
Spain,January,Virgin Atlantic,566038,8
Spain,January,Ethiopian Airlines,542541,7
Spain,January,Kenya Airways,525642,8
Spain,January,RwandAir,546279,4
Spain,January,South African Airways,594701,7
Spain,January,Air Canada,512372,11
Spain,January,Singapore Airlines,453843,2
Spain,January,Etihad Airways,587968,11
Spain,January,Saudi Airlines,603958,1
Spain,January,EgyptAir,527487,7
Spain,January,Royal Air Maroc,640079,8
Spain,January,American Airlines,565474,6
Spain,January,Cathay Pacific,495134,5
Spain,January,Japan Airlines,644499,8
Spain,January,Malaysia Airlines,543784,10
Spain,January,Thai Airways,530875,9
Spain,January,Air India,555329,12
Spain,January,Brussels Airlines,567557,11
Spain,January,Swiss Air,617724,3
Spain,January,Finnair,617018,6
Spain,January,Austrian Airlines,533119,5
Spain,February,Emirates,638105,3
Spain,February,Qatar Airways,507345,11
Spain,February,Turkish Airlines,637964,9
Spain,February,British Airways,645446,11
Spain,February,Lufthansa,623796,8
Spain,February,Air France,612763,5
Spain,February,KLM,484014,1
Spain,February,Delta Airlines,604409,4
Spain,February,United Airlines,656313,4
Spain,February,Virgin Atlantic,517340,8
Spain,February,Ethiopian Airlines,538634,4
Spain,February,Kenya Airways,506857,3
Spain,February,RwandAir,630743,9
Spain,February,South African Airways,565546,12
Spain,February,Air Canada,547777,9
Spain,February,Singapore Airlines,599465,9
Spain,February,Etihad Airways,540947,4
Spain,February,Saudi Airlines,487440,1
Spain,February,EgyptAir,468509,8
Spain,February,Royal Air Maroc,632647,6
Spain,February,American Airlines,537486,7
Spain,February,Cathay Pacific,603603,11
Spain,February,Japan Airlines,585486,11
Spain,February,Malaysia Airlines,661300,7
Spain,February,Thai Airways,478542,1
Spain,February,Air India,594537,11
Spain,February,Brussels Airlines,532898,6
Spain,February,Swiss Air,550471,12
Spain,February,Finnair,489036,3
Spain,February,Austrian Airlines,536549,12
Spain,March,Emirates,524967,6
Spain,March,Qatar Airways,630293,3
Spain,March,Turkish Airlines,598075,2
Spain,March,British Airways,675219,12
Spain,March,Lufthansa,669439,3
Spain,March,Air France,673655,1
Spain,March,KLM,649469,10
Spain,March,Delta Airlines,661919,11
Spain,March,United Airlines,523659,4
Spain,March,Virgin Atlantic,644707,8
Spain,March,Ethiopian Airlines,663677,9
Spain,March,Kenya Airways,556450,8
Spain,March,RwandAir,620859,3
Spain,March,South African Airways,646544,8
Spain,March,Air Canada,578111,1
Spain,March,Singapore Airlines,532322,4
Spain,March,Etihad Airways,576614,2
Spain,March,Saudi Airlines,657364,6
Spain,March,EgyptAir,590541,1
Spain,March,Royal Air Maroc,578653,12
Spain,March,American Airlines,568221,4
Spain,March,Cathay Pacific,601945,8
Spain,March,Japan Airlines,661907,9
Spain,March,Malaysia Airlines,527175,6
Spain,March,Thai Airways,620925,8
Spain,March,Air India,611770,9
Spain,March,Brussels Airlines,634390,4
Spain,March,Swiss Air,553788,6
Spain,March,Finnair,579946,3
Spain,March,Austrian Airlines,602643,2
Spain,April,Emirates,631741,3
Spain,April,Qatar Airways,538188,2
Spain,April,Turkish Airlines,615717,5
Spain,April,British Airways,535459,3
Spain,April,Lufthansa,603441,10
Spain,April,Air France,548196,12
Spain,April,KLM,667358,6
Spain,April,Delta Airlines,614845,1
Spain,April,United Airlines,678209,6
Spain,April,Virgin Atlantic,623294,4
Spain,April,Ethiopian Airlines,629500,4
Spain,April,Kenya Airways,582490,5
Spain,April,RwandAir,581260,9
Spain,April,South African Airways,532122,5
Spain,April,Air Canada,561362,7
Spain,April,Singapore Airlines,533823,12
Spain,April,Etihad Airways,531153,12
Spain,April,Saudi Airlines,536573,1
Spain,April,EgyptAir,581149,6
Spain,April,Royal Air Maroc,625260,9
Spain,April,American Airlines,557483,2
Spain,April,Cathay Pacific,559278,3
Spain,April,Japan Airlines,646451,7
Spain,April,Malaysia Airlines,636865,4
Spain,April,Thai Airways,550392,3
Spain,April,Air India,570903,9
Spain,April,Brussels Airlines,663303,9
Spain,April,Swiss Air,671313,5
Spain,April,Finnair,538157,9
Spain,April,Austrian Airlines,527491,8
Spain,May,Emirates,585652,9
Spain,May,Qatar Airways,680943,1
Spain,May,Turkish Airlines,657457,1
Spain,May,British Airways,574471,11
Spain,May,Lufthansa,660470,6
Spain,May,Air France,581157,2
Spain,May,KLM,612274,11
Spain,May,Delta Airlines,571246,9
Spain,May,United Airlines,590218,2
Spain,May,Virgin Atlantic,673852,7
Spain,May,Ethiopian Airlines,575839,7
Spain,May,Kenya Airways,664126,10
Spain,May,RwandAir,660127,6
Spain,May,South African Airways,689527,8
Spain,May,Air Canada,521265,2
Spain,May,Singapore Airlines,620600,5
Spain,May,Etihad Airways,564689,1
Spain,May,Saudi Airlines,566011,2
Spain,May,EgyptAir,627600,5
Spain,May,Royal Air Maroc,644082,6
Spain,May,American Airlines,671126,4
Spain,May,Cathay Pacific,634433,5
Spain,May,Japan Airlines,569225,5
Spain,May,Malaysia Airlines,685151,10
Spain,May,Thai Airways,668679,9
Spain,May,Air India,552832,6
Spain,May,Brussels Airlines,560679,7
Spain,May,Swiss Air,538708,3
Spain,May,Finnair,535198,7
Spain,May,Austrian Airlines,607628,9
Spain,June,Emirates,635294,12
Spain,June,Qatar Airways,544904,4
Spain,June,Turkish Airlines,535735,5
Spain,June,British Airways,591338,6
Spain,June,Lufthansa,564927,5
Spain,June,Air France,530856,1
Spain,June,KLM,680943,6
Spain,June,Delta Airlines,629195,2
Spain,June,United Airlines,683186,5
Spain,June,Virgin Atlantic,586374,12
Spain,June,Ethiopian Airlines,566634,5
Spain,June,Kenya Airways,579520,4
Spain,June,RwandAir,548251,12
Spain,June,South African Airways,658033,1
Spain,June,Air Canada,600352,4
Spain,June,Singapore Airlines,644652,12
Spain,June,Etihad Airways,633248,1
Spain,June,Saudi Airlines,653362,10
Spain,June,EgyptAir,618546,8
Spain,June,Royal Air Maroc,635424,4
Spain,June,American Airlines,532161,12
Spain,June,Cathay Pacific,522867,7
Spain,June,Japan Airlines,530111,3
Spain,June,Malaysia Airlines,612835,2
Spain,June,Thai Airways,534053,1
Spain,June,Air India,573729,12
Spain,June,Brussels Airlines,522228,5
Spain,June,Swiss Air,521517,8
Spain,June,Finnair,655031,3
Spain,June,Austrian Airlines,599399,1
Spain,July,Emirates,934025,4
Spain,July,Qatar Airways,825177,7
Spain,July,Turkish Airlines,890930,2
Spain,July,British Airways,790754,11
Spain,July,Lufthansa,658997,8
Spain,July,Air France,717501,5
Spain,July,KLM,759251,1
Spain,July,Delta Airlines,754933,11
Spain,July,United Airlines,778643,4
Spain,July,Virgin Atlantic,672354,3
Spain,July,Ethiopian Airlines,873924,2
